Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-735,Corvina Energy - Analytics & BI,ACC-10404,Corvina Energy SA,Hugo Laurent,Data & AI,,Closed Lost,0,84000.00,EUR,2024-09-04,2025-01-12,2024-10-02,No Decision / Stalled,Hyperscaler Co-sell,2024-10-02,2024-10-02 23:26:11
OPP-604,Vektor Shipping - Salesforce Implementation,ACC-10306,Vektor Shipping SAS,Camille Bernard,ERP & Business Apps,Salesforce Implementation,closed lost,0%,"336,000.00",EUR,2024-08-07,2025-03-09,2025-02-26,No Budget,Event / Webinar,2025-02-26,2025-02-26 17:00:00
OPP-872,Oakridge Assurance - SAP S/4HANA Implementation,ACC-10622,Oakridge Assurance A/S,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,"4,764,100.00",DKK,2024-10-04,2024-11-11,2024-11-14,no budget,Hyperscaler Co-sell,2024-11-14,2024-11-14 17:00:00
OPP-195,Estrella Assurance - Managed SOC,ACC-10473,Estrella Assurance Sp. z o.o.,Jan Kowalski,Cyber Security,Managed SOC,Closed Lost,0,2804000,PLN,2024-05-13,2024-09-16,2024-06-23,Price,Inbound - Website,2024-06-23,2024-06-23 22:13:22
OPP-576,Bergmann Media - Data Platform Modernisation,ACC-10169,Bergmann Media plc,Ethan Clarke  ,DATA & AI,Data Platform Modernisation,Won,100,285300,GBP,2024-07-31,2024-11-30,2024-10-05,,Partner Referral,2024-10-05,2024-10-05 17:00:00
OPP-266,Invicta Consumer - Data Platform Modernisation,ACC-10054,Invicta Consumer Ltd,Niamh Walsh,Data and AI,Data Platform Modernisation,Closed Lost,0%,219500,EUR,2024-05-29,2024-09-28,2024-06-06,Not a Fit,Hyperscaler Co-sell,2024-06-06,2024-06-06 23:08:05
OPP-201,Tamsin Precision - DevOps & Platform Engineering,ACC-10126,Tamsin Precision SAS,Chloé Martin,CLOUD,DevOps & Platform Engineering,Closed Lost,0,53500,eur,2024-05-15,2024-11-07,2024-06-29,Timing,Inbound - Website,2024-06-29,2024-06-29 17:00:00
OPP-421,Kestrel Industries - Cloud Migration,ACC-10172,Kestrel Industries AB,Freja Nielsen,CLOUD,Cloud Migration,Closed Lost,0,1473000,SEK,2024-06-30,2024-09-17,2024-08-15,Timing / Postponed,Partner,2024-08-15,2024-08-15 23:18:37
OPP-53,Gallway Foods - Analytics & BI,ACC-10762,Gallway Foods AG,Anna Müller,Data & AI,Analytics & BI,Closed Lost,0,53900,CHF,2024-04-12,25/07/2024,2024-05-26,Not a Fit,Website,2024-05-26,2024-05-26 22:13:08
OPP-51,Lumen Medical - Managed SOC,ACC-10061,Lumen Medical Oy,Sara Andersson,Cybersecurity,Managed SOC,Closed Won,100,81500,eur,2024-04-12,2024-09-27,2024-07-07,,Outbound - SDR,2024-07-07,2024-07-07 17:00:00
OPP-598,Noord Clinics - Managed SOC,ACC-10062,Noord Clinics S.A.,J. Kowalski,Cybersecurity,Managed SOC,Closed Won,100,"1,027,200.00",,2024-08-03,2024-12-20,2025-02-18,,Website,2025-02-18,2025-02-18 17:00:00
OPP-922,Karlsson Medical - Cloud Migration,ACC-10160,Karlsson Medical plc,Oliver Hughes,Cloud & Infrastructure,Cloud Migration,Closed - Lost,0,460800,GBP,2024-10-15,2025-03-26,2024-10-30,No fit,Hyperscaler Co-sell,2024-10-30,2024-10-30 17:00:00
OPP-820,Moselle Invest - Application Support,ACC-10495,Moselle Invest AS,Sven Johansson,ERP & Apps,Application Support,Closed Won,100,1908000,NOK,2024-09-24,2025-01-14,2025-03-17,,Hyperscaler Co-sell,2025-03-17,2025-03-17 19:13:26
OPP-732,Gallway Health - DevOps & Platform Engineering,ACC-10388,Gallway Health Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed - Lost,0%,159000,EUR,2024-09-03,2025-01-28,2024-09-25,Not a Fit,Hyperscaler Co-sell,2024-09-25,2024-09-25 17:00:00
OPP-528,Meridian Agency - Data Platform Modernisation,ACC-10424,Meridian Agency SA,Hugo Laurent,Data & AI,Data Platform Modernisation,5 - Closed Won,100,203000.00,EUR,2024-07-20,2025-05-03,2025-10-22,,Hyperscaler Co-sell,2025-10-22,2025-10-22 17:00:00
OPP-618,Tamsin Precision - Application Support,ACC-10126,Tamsin Precision SAS,C. Bernard,ERP & Business Apps,,Closed Won,100,"180,500.00",EUR,10/08/2024,2024-11-25,2025-03-26,,Hyperscaler Co-sell,2025-03-26,2025-03-26 17:00:00
OPP-590,Noord Authority - Data Platform Modernisation,ACC-10427,Noord Authority plc,Niamh Walsh,Data & AI,Data Platform Modernisation,Closed - Lost,0,121900,GBP,2024-08-02,2025-03-03,2025-01-31,Price,Website,2025-01-31,2025-01-31 17:00:00
OPP-329,Orion Brands - AI & GenAI Solutions,ACC-10407,Orion Brands B.V.,Emma de Vries  ,Data and AI,AI & GenAI Solutions,Lost,0,577 500,EUR,2024-06-11,2024-10-06,2024-06-30,No Decision / Stalled,Partner Referral,2024-06-30,2024-06-30 17:00:00
OPP-494,Bergmann Assurance - Application Support,ACC-10322,Bergmann Assurance Ltd,Grace Thompson,ERP & Business Apps,Application Support,Closed Won,100,433000,EUR,2024-07-14,2024-09-14,2025-03-05,,Partner Referral,2025-03-05,2025-03-05 17:00:00
OPP-387,Danubia Precision - Security Assessment,ACC-10184,Danubia Precision S.L.,Isabel Ferreira,Cybersecurity,Security Assessment,closed lost,0%,20500,EUR,2024-06-22,2024-12-11,2024-11-17,Doing in-house,Event,2024-11-17,2024-11-17 17:00:00
OPP-941,Corvina Biotech - Managed Cloud Services,ACC-10242,Corvina Biotech Ltd,Oliver Hughes,Cloud & Infra,Managed Cloud Services,Closed Lost,0,194300,GBP,2024-10-20,2025-04-12,2024-12-20,,Partner Referral,2024-12-20,2024-12-20 17:00:00
OPP-378,Orion Authority - Security Assessment,ACC-10576,Orion Authority S.A.,Isabel Ferreira  ,Cybersecurity,Security Assessment,Closed Lost,0,74500,eur,2024-06-20,2025-03-27,2024-12-08,,Referral,2024-12-08,2024-12-08 17:00:00
OPP-584,Baltica Networks - Cloud Migration,ACC-10268,Baltica Networks Ltd,"Hughes, Oliver",Cloud & Infrastructure,Cloud Migration,Closed - Lost,0,225500,GBP,2024-08-02,28/10/2024,2024-10-20,lost to competitor,Hyperscaler Co-sell,2024-10-20,2024-10-20 17:00:00
OPP-817,Invicta Municipal Services - SAP S/4HANA Implementation,ACC-10663,Invicta Municipal Services S.p.A.,Paolo Conti,ERP & Business Apps,SAP S/4HANA Implementation,closed won,100%,372000,EUR,2024-09-23,2025-02-16,2025-06-06,,Outbound - SDR,2025-06-06,2025-06-06 17:00:00
OPP-253,Tamsin Precision - Security Assessment,ACC-10126,TAMSIN PRECISION SAS,David Moreau,Cyber Security,Security Assessment,Closed Lost,0,59500,€,2024-05-27,2024-09-13,2024-07-20,Price,Hyperscaler Co-sell,2024-07-20,2024-07-20 17:00:00
OPP-164,Isola Renewables - AI & GenAI Solutions,ACC-10643,ISOLA RENEWABLES A/S,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,Closed Won,100,1867800,DKK,2024-05-05,2024-09-09,2024-11-12,,Co-sell,2024-11-12,2024-11-12 22:46:48
OPP-572,Vektor Institute - Data Platform Modernisation,ACC-10751,Vektor Institute SA,Hugo Laurent,DATA & AI,Data Platform Modernisation,closed lost,0,"€75,000",EUR,2024-07-30,2024-11-08,2025-04-05,,Inbound - Website,2025-04-05,2025-04-05 17:00:00
OPP-901,Delta Authority - Data Platform Modernisation,ACC-10680,Delta Authority plc,Niamh Walsh,Data & AI,Data Platform Modernisation,Closed Lost,0%,334800,GBP,2024-10-10,2025-06-04,2024-12-02,Not a Fit,Co-sell,2024-12-02,2024-12-02 19:48:34
OPP-221,Castellan Medical - Security Assessment,ACC-10572,Castellan Medical Sp. z o.o.,Jan Kowalski,Cybersecurity,Security Assessment,Won,100%,"480,300.00",PLN,2024-05-18,12/09/2024,2024-10-13,,Hyperscaler Co-sell,2024-10-13,2024-10-13 20:47:42
OPP-274,Polaris Precision - Managed Cloud Services,ACC-10702,Polaris Precision S.p.A.,M. López,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0,422500,eur,2024-05-31,2024-10-17,2025-01-02,Not a Fit,Hyperscaler Co-sell,2025-01-02,2025-01-02 17:00:00
OPP-518,Noord Assurance - Security Assessment,ACC-10488,Noord Assurance S.A.,Jan Kowalski,Cybersecurity,Security Assessment,closed won,100,160500,PLN,2024-07-19,2024-12-01,2024-12-10,,Outbound - SDR,2024-12-10,2024-12-10 17:00:00
OPP-86,Jadeport Industries - DevOps & Platform Engineering,ACC-10635,Jadeport Industries SA,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,"€355,000",EUR,2024-04-21,2024-09-29,2025-08-25,,Inbound - Website,2025-08-25,2025-08-25 17:00:00
OPP-43,Marisol Energy - Managed Cloud Services,ACC-10708,Marisol Energy AB,freja nielsen,CLOUD,,Closed Won,100%,285500,EUR,2024-04-10,2024-08-25,2024-10-23,,Event / Webinar,2024-10-23,2024-10-23 17:00:00
OPP-348,Kronberg Municipal Services - Analytics & BI,ACC-10318,Kronberg Municipal Services Oyj,"Lindqvist, Mikael",Data & AI,Analytics & BI,Proposal Sent,85,173500,€,2024-06-14,2024-11-16,,,Outbound - SDR,2025-07-09,2025-07-07 08:06:56
OPP-691,Riviera Bank - Analytics & BI,ACC-10069,Riviera Bank AB,Mikael Lindqvist  ,Data & AI,Analytics & BI,Closed - Lost,0%,363000,SEK,2024-08-27,2025-01-06,2024-09-24,,Website,2024-09-24,2024-09-24 17:00:00
OPP-167,Polaris Brands - Managed Cloud Services,ACC-10438,Polaris Brands Ltd,Oliver Hughes,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0%,40900,GBP,2024-05-06,2024-08-05,2024-05-12,No Decision / Stalled,Hyperscaler Co-sell,2024-05-12,2024-05-12 17:00:00
OPP-775,Kestrel Utilities - Salesforce Implementation,ACC-10344,Kestrel Utilities ApS,Sven Johansson,ERP and Business Applications,Salesforce Implementation,Closed Lost,0,1222800,DKK,2024-09-16,2025-01-30,2024-11-05,Not a Fit,AWS/Azure Co-sell,2024-11-05,2024-11-05 20:22:19
OPP-837,Lusitania Renewables - Identity & Access Management,ACC-10155,Lusitania Renewables SA,Felix Wagner,Cybersecurity,Identity & Access Management,Negotiation/Review,95,372800,CHF,2024-09-27,2024-12-15,,,Partner Referral,2025-01-03,2024-12-29 18:33:08
OPP-293,Bergmann Logistics - Analytics & BI,ACC-10533,Bergmann Logistics AG,Anna Müller  ,DATA & AI,Analytics & BI,Closed Lost,0,20500,EUR,2024-06-03,2024-09-05,2025-02-11,Too expensive,Partner Referral,2025-02-11,2025-02-11 17:00:00
OPP-889,Lumen Components - DevOps & Platform Engineering,ACC-10524,Lumen Components S.A.,Tomáš Novák,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,619300,PLN,2024-10-08,2025-02-18,2024-10-18,No Budget,AWS/Azure Co-sell,2024-10-18,2024-10-18 17:00:00
OPP-459,Lumen Components - Identity & Access Management,ACC-10524,Lumen Components S.A.,Jan Kowalski,cybersecurity,Identity & Access Management,Closed Lost,0,650300,PLN,2024-07-08,2024-11-24,2024-08-05,No decision,Hyperscaler Co-sell,2024-08-05,2024-08-05 17:00:00
OPP-437,Pionier Brands - DevOps & Platform Engineering,ACC-10586,Pionier Brands S.A.,Mateo López,CLOUD,DevOps & Platform Engineering,Closed Lost,0,84000.00,EUR,2024-07-03,2024-10-31,2025-01-27,Lost to Competitor,Event / Webinar,2025-01-27,2025-01-27 23:47:40
OPP-46,Tauern Consumer - Identity & Access Management,ACC-10613,Tauern Consumer S.r.l.,Isabel Ferreira,Cybersecurity,Identity & Access Management,Proposal,80,143500,EUR,2024-04-11,2024-09-22,,,Webinar,2024-07-18,2024-07-17 00:11:44
OPP-506,Arcadia Health - Analytics & BI,ACC-10176,Arcadia Health S.r.l.,Marco Rossi,Data & AI,Analytics & BI,Closed Lost,0,43500,EUR,2024-07-17,2025-01-25,2024-08-24,No Budget,Hyperscaler Co-sell,2024-08-24,2024-08-24 17:00:00
OPP-606,Tauern Consumer - AI & GenAI Solutions,ACC-10613,Tauern Consumer S.r.l.,Marco Rossi,Data & AI,AI & GenAI Solutions,Lost,0,143000,EUR,2024-08-07,2025-02-12,2026-01-20,No Decision / Stalled,Hyperscaler Co-sell,2026-01-20,2026-01-20 17:00:00
OPP-44,Lusitania Clinics - Security Assessment,ACC-10119,Lusitania Clinics SE,Felix Wagner,Cybersecurity,Security Assessment,Closed - Lost,0,30500,EUR,2024-04-10,2024-11-05,2024-07-08,Scope Reduced / In-house,Co-sell,2024-07-08,2024-07-08 17:00:00
OPP-917,Zephyr Industries - Data Platform Modernisation,ACC-10074,ZEPHYR INDUSTRIES APS,"Lindqvist, Mikael",Data & AI,Data Platform Modernisation,Closed Won,100,792800,DKK,2024-10-14,2025-01-10,2025-04-17,,Hyperscaler Co-sell,2025-04-17,2025-04-17 17:00:00
OPP-330,Jadeport Foods - Salesforce Implementation,ACC-10157,Jadeport Foods plc,Grace Thompson,ERP & Business Apps,Salesforce Implementation,Closed - Lost,0,108000,GBP,2024-06-11,2024-09-09,2024-12-25,No Budget,Partner Referral,2024-12-25,2024-12-25 17:00:00
OPP-564,Oakridge Clinics - SAP S/4HANA Implementation,ACC-10459,Oakridge Clinics SAS,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,474500,EUR,2024-07-29,2025-02-26,2025-07-18,,Partner Referral,2025-07-18,2025-07-18 17:00:00
OPP-639,Castellan Invest - Identity & Access Management,ACC-10072,Castellan Invest S.r.l.,Isabel Ferreira,Cyber Security,Identity & Access Management,5 - Closed Won,100,242000,EUR,2024-08-15,2025-02-10,,,Partner Referral,2025-02-22,2025-02-22 18:14:13
OPP-335,Tamsin Components - AI & GenAI Solutions,ACC-10179,Tamsin Components B.V.,"de Vries, Emma",Data & AI,AI & GenAI Solutions,5 - Closed Won,100,104 500,eur,2024-06-11,2024-10-07,2024-10-24,,Hyperscaler Co-sell,2024-10-24,2024-10-24 17:00:00
OPP-635,Isola Renewables - Application Support,ACC-10643,Isola Renewables A/S,Sven Johansson,ERP & Business Apps,Application Support,closed won,100,1 098 500,DKK,2024-08-14,2024-10-29,2025-10-20,,Partner Referral,2025-10-20,2025-10-20 17:00:00
OPP-652,Lumen Invest - Data Platform Modernisation,ACC-10549,Lumen Invest B.V.,Emma de Vries,Data and AI,Data Platform Modernisation,Closed Lost,0%,"€135,000",EUR,2024-08-17,2025-01-18,2024-12-04,No Decision / Stalled,Inbound - Website,2024-12-04,2024-12-04 17:00:00
OPP-887,Gallway Retail - Salesforce Implementation,ACC-10280,Gallway Retail SAS,Camille Bernard,ERP,Salesforce Implementation,Closed Won,100,972500,EUR,2024-10-08,2025-04-04,2025-01-04,,Partner Referral,2025-01-04,2025-01-04 17:00:00
OPP-424,Fjordline Connect - Salesforce Implementation,ACC-10416,Fjordline Connect SAS,"Bernard, Camille",ERP & Business Apps,Salesforce Implementation,Closed Won,100,145500,EUR,2024-06-30,2024-10-11,2025-05-30,,Website,2025-05-30,2025-05-30 17:00:00
OPP-316,Polaris Precision - Managed Cloud Services,ACC-10702,POLARIS PRECISION S.P.A.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,Solution Design,70%,"€262,000",EUR,2024-06-08,2025-01-03,,,Event / Webinar,2024-12-15,2024-12-12 23:03:57
OPP-570,Fjordline Retail - Cloud Migration,ACC-10716,Fjordline Retail S.r.l.,Mateo López,Cloud & Infrastructure,Cloud Migration,Closed Lost,0%,650 000,EUR,2024-07-30,2025-03-06,2024-08-03,no budget,Partner,03/08/2024,2024-08-03 17:00:00
OPP-713,Gallway Retail - AI & GenAI Solutions,ACC-10280,Gallway Retail SAS,Hugo Laurent,Data & AI,AI & GenAI Solutions,Closed - Lost,0%,237000,EUR,2024-09-01,2025-01-02,2024-12-12,Price,Inbound - Website,2024-12-12,2024-12-12 17:00:00
OPP-219,Valora Motorenwerk - Data Platform Modernisation,ACC-10395,VALORA MOTORENWERK S.R.O.,katarzyna nowak,DATA & AI,Data Platform Modernisation,Closed Lost,0,"2,657,100.00",CZK,2024-05-18,2024-10-16,2024-08-16,Scope Reduced / In-house,Inbound,2024-08-16,2024-08-16 17:00:00
OPP-613,Baltica Motorenwerk - Analytics & BI,ACC-10550,Baltica Motorenwerk S.p.A.,Marco Rossi  ,Data & AI,Analytics & BI,closed won,100%,202000,EUR,2024-08-09,2024-11-25,2025-03-03,,Partner Referral,2025-03-03,2025-03-03 17:00:00
OPP-414,Zephyr Automotive - Identity & Access Management,ACC-10165,Zephyr Automotive Lda,Isabel Ferreira,Cybersecurity,Identity & Access Management,Closed Lost,0%,202 000,€,2024-06-28,2025-01-30,2024-10-10,,Hyperscaler Co-sell,2024-10-10,2024-10-10 17:00:00
OPP-296,Orion Precision - Security Assessment,ACC-10173,Orion Precision S.r.l.,Isabel Ferreira,Cybersecurity,Security Assessment,Closed Lost,0,65000,EUR,2024-06-04,2024-12-01,2024-07-14,No Budget,Event / Webinar,2024-07-14,2024-07-14 17:00:00
OPP-886,Harbour Motorenwerk - DevOps & Platform Engineering,ACC-10377,Harbour Motorenwerk Oy,freja nielsen,Cloud & Infra,DevOps & Platform Engineering,Closed Won,100%,97500,EUR,2024-10-08,2024-12-25,2025-01-10,,Hyperscaler Co-sell,2025-01-10,2025-01-10 20:45:12
OPP-299,Kronberg Consumer - Security Assessment,ACC-10010,Kronberg Consumer plc,Tom Barker,Cybersecurity,Security Assessment,Closed Lost,0,14700,GBP,2024-06-05,2024-08-27,2024-08-02,,Outbound - SDR,2024-08-02,2024-08-02 17:00:00
OPP-438,Isola Capital - DevOps & Platform Engineering,ACC-10118,Isola Capital Ltd,oliver hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed - Lost,0,167600,GBP,2024-07-03,2024-10-05,2024-08-21,Not a Fit,Hyperscaler Co-sell,2024-08-21,2024-08-21 17:00:00
OPP-342,Valora Public Services - Security Assessment,ACC-10429,Valora Public Services plc,Tom Barker,Cyber,Security Assessment,Closed Lost,0,"£9,500",GBP,2024-06-13,2024-10-02,2024-09-10,Timing / Postponed,Website,2024-09-10,2024-09-10 17:00:00
OPP-758,Delta Industries - Salesforce Implementation,ACC-10079,Delta Industries SAS,Camille Bernard,ERP & Business Apps,Salesforce Implementation,Closed Lost,0,110500,EUR,2024-09-12,2024-12-27,2024-12-08,Postponed,Hyperscaler Co-sell,2024-12-08,2024-12-08 17:00:00
OPP-813,Dunmore Renewables - SAP S/4HANA Implementation,ACC-10560,Dunmore Renewables SE,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Lost,0%,428500,EUR,2024-09-22,05/03/2025,2024-12-20,Timing / Postponed,Event / Webinar,2024-12-20,2024-12-20 17:00:00
OPP-795,Falkner Municipal Services - SAP S/4HANA Implementation,ACC-10529,FALKNER MUNICIPAL SERVICES SA,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,1363500,eur,2024-09-19,2025-05-14,2025-04-13,,Partner Referral,2025-04-13,2025-04-13 17:00:00
OPP-899,Fontaine Automotive - AI & GenAI Solutions,ACC-10502,Fontaine Automotive Lda,Marco Rossi,Data & AI,AI & GenAI Solutions,5 - Closed Won,100,281000,€,2024-10-10,2025-04-27,2025-06-01,,Outbound,2025-06-01,2025-06-01 17:00:00
OPP-323,Estrella Consumer - Analytics & BI,ACC-10458,Estrella Consumer SA,H. Laurent,Data & AI,Analytics & BI,Closed Lost,0,53500,EUR,2024-06-09,2024-09-06,2024-09-11,No Budget,Outbound - SDR,2024-09-11,2024-09-11 17:00:00
OPP-483,Solvik Telecom - AI & GenAI Solutions,ACC-10177,Solvik Telecom SA,Anna Müller,Data & AI,AI & GenAI Solutions,Closed Won,100,259400,CHF,2024-07-13,2024-10-26,2024-12-20,,Outbound - SDR,2024-12-20,2024-12-20 17:00:00
OPP-31,Karlsson Renewables - Managed SOC,ACC-10489,KARLSSON RENEWABLES N.V.,Sara Andersson,Cybersecurity,Managed SOC,Closed Won,100,"€174,000",EUR,2024-04-07,2024-06-22,,,Event / Webinar,2024-08-25,2024-08-25 22:21:42
OPP-894,Gallway Health - Identity & Access Management,ACC-10388,Gallway Health Ltd,Tom Barker,Cybersecurity,Identity & Access Management,Lost,0%,224000,EUR,2024-10-09,2025-01-11,2025-01-09,Price,Inbound - Website,2025-01-09,2025-01-09 17:00:00
OPP-742,Aurora Invest - Application Support,ACC-10662,Aurora Invest Ltd,Grace Thompson,ERP & Business Apps,Application Support,Closed Won,100%,157100,GBP,07/09/2024,2025-01-25,2025-01-03,,Hyperscaler Co-sell,2025-01-03,2025-01-03 17:00:00
OPP-869,Westbrook Components - Identity & Access Management,ACC-10421,Westbrook Components S.A.,Jan Kowalski,Cybersecurity,Identity & Access Management,5 - Closed Won,100,228800,PLN,2024-10-04,2025-03-01,2025-02-23,,Co-sell,23/02/2025,2025-02-23 22:32:01
OPP-851,Stellaris Precision - Application Support,ACC-10383,Stellaris Precision AG,Julia Hoffmann,ERP & Business Apps,Application Support,Closed - Lost,0,658500,EUR,2024-09-30,2025-02-10,2025-01-05,Lost to Competitor,Partner Referral,2025-01-05,2025-01-05 17:47:49
OPP-612,Valora Precision - Salesforce Implementation,ACC-10357,Valora Precision plc,Grace Thompson,ERP & Business Apps,Salesforce Implementation,Closed Lost,0%,121000,GBP,2024-08-09,2024-12-22,2024-08-24,Budget,Hyperscaler Co-sell,2024-08-24,2024-08-24 20:34:56
OPP-881,Delta Utilities - DevOps & Platform Engineering,ACC-10500,Delta Utilities a.s.,Tomáš Novák,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,5552700,CZK,2024-10-07,2025-04-13,2025-01-23,,Event / Webinar,2025-01-23,2025-01-23 17:00:00
OPP-257,Cygnus Bank - Managed SOC,ACC-10648,Cygnus Bank Ltd,Tom Barker,cybersecurity,Managed SOC,5 - Closed Won,100,440500,GBP,27/05/2024,2024-11-08,2025-08-31,,Partner Referral,2025-08-31,2025-08-31 17:00:00
OPP-486,Solvik Motorenwerk - SAP S/4HANA Implementation,ACC-10261,SOLVIK MOTORENWERK B.V.,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,324500,EUR,2024-07-13,2024-10-29,2025-01-21,Stalled,Event / Webinar,2025-01-21,2025-01-21 17:00:00
OPP-693,Gallway Freight - Data Platform Modernisation,ACC-10039,Gallway Freight SAS,Hugo Laurent,Data & AI,Data Platform Modernisation,Closed Lost,0,242000.00,€,2024-08-28,2025-01-11,2024-09-07,No decision,Inbound - Website,2024-09-07,2024-09-07 17:00:00
OPP-791,Gallway Retail - Managed SOC,ACC-10280,Gallway Retail SAS,"Moreau, David",Cybersecurity,Managed SOC,Closed Won,100,1100500,EUR,2024-09-19,2025-03-12,2024-12-25,,Inbound - Website,2024-12-25,2024-12-25 21:57:25
OPP-711,Wexford Medical - Managed SOC,ACC-10462,Wexford Medical a.s.,Jan Kowalski,Cybersecurity,Managed SOC,Closed Lost,0%,1463800,CZK,2024-09-01,2025-01-26,2024-09-07,Not a Fit,Hyperscaler Co-sell,2024-09-07,2024-09-07 21:30:23
OPP-743,Tauern Capital - Cloud Migration,ACC-10290,Tauern Capital AG,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Won,100,563 500,EUR,2024-09-07,2025-04-01,2025-02-28,,Outbound - SDR,2025-02-28,2025-02-28 17:00:00
